c1	c2	c3	c4	c5	c6	c7	c8	k1	k2	k3	k4	k5	k6	k7	k8
16	7.67853061393104	8.38439632160273	8.15498648376376	7.6648524423983	8.27644848276499	7.96238087647205	9.37880537891134	8.08872390530413	7.53857446631295	8.04214642709374	8.24403926693368	7.94302159726964	8.2985542885541	8.18166297409711	8.1951392868181	8.15572345996121
17	7.41144902876885	7.76312098434339	6.94512356564607	7.68503126492437	7.70850102119639	7.60205756799205	8.16357645616895	7.76922268838346	6.98089543701233	7.48825065829018	7.34749025113746	8.15467782929123	7.82752696911098	7.72235626722125	7.49120254655261	7.69378298754373
18	7.9379608944472	7.73259602953566	7.98042821134648	7.90749830559501	7.79880649695412	7.88054956266603	8.35537864869412	7.77968845745929	8.07622044278609	8.46925689681211	7.98574379961128	8.20878951783835	8.13605036513553	8.32807999532056	7.7372481440812	7.6784734870074
19	7.79580354966016	8.08008424131645	8.18334127775164	7.59249392885431	8.38128554259396	8.22109829880552	9.00852431627239	8.62489171945574	8.37098785034225	8.28607710997585	8.0064990389566	8.10427980808974	7.36815289441588	8.93282044683216	7.91432062489092	7.94105555076963
20	7.90818731129306	7.51599404018986	7.91477673053067	7.62145958236109	7.96980903018193	7.59916529259068	7.69357583324706	7.97738134480433	7.8376785828458	7.95247658521623	8.03903593630865	7.90054078741913	8.09706730122397	8.88478176701099	8.13064929121768	7.6066068380073
21	7.97082810960038	7.48582539653749	7.76307292804381	7.24840895232284	8.04969166124911	7.50857609079309	7.89611418902662	7.76533887460955	7.82579551714811	7.59732841752699	6.95193127075696	8.39532497521969	6.63109556670374	8.02748270928748	7.81173843451198	7.59726911033007
22	8.20536205631116	7.11279529748916	7.49375761873988	6.62462506094531	7.96475785994947	7.21633814626799	7.25512584900702	7.49100811491571	8.04877677323365	6.53606522536501	6.70759604883685	7.62239682152415	7.30986632841866	7.52133335472864	7.81163948695327	7.38059936378955
23	8.39831883719329	7.90269141702357	7.83029822658691	7.76598163623049	8.22585681608144	7.74617512785108	8.03257383585178	7.96302329205597	7.97900181914763	7.98069452731663	7.84207139634271	8.07891198749735	7.61180527047362	8.19115116314866	7.82613951738109	8.04686088102141
24	7.65216823484898	8.38863539191789	8.08936454613025	6.86710583000562	7.42056637802201	8.35957604909061	6.75124810913387	7.81340348647645	8.69951919364382	7.94336232145174	7.61787240529839	7.94994276170598	7.25849143569812	7.75649928121163	7.81919908043484	7.87190122991664
25	8.22568182937613	8.1543135950005	7.92841495866069	8.35442553913792	8.31477951180699	7.83211173690173	7.70877334948235	8.00944992678229	7.91660668020836	7.87562005369122	7.84172890042006	8.41058636352086	7.79816567286348	8.44344066543685	8.02264049925663	7.94748870642408
26	8.00409881969556	8.63634761095505	7.97422551857517	8.78498945355362	8.43930602227989	8.3079554676003	8.7574449150346	8.5100927450555	9.16611707325299	9.0331551811463	8.41169957313714	7.81845070383061	9.55581115952204	9.69200991459802	9.45812342439138	8.26146645763637
27	8.0457882840064	8.39866203444366	8.58394261002309	8.94621928388643	7.90379781610079	8.5040378508315	8.71542818359168	9.24963828884532	9.30731566072698	8.71448003154743	8.11570289083688	8.41159963669403	9.64799277772458	9.06497685916965	8.95099494628388	8.82309864149725
28	8.36995544996922	8.33231032076903	8.57975654390767	8.98507654054259	8.46878632795618	7.9834747674714	8.2279265255649	8.45609390413438	8.02918297768049	8.78340716655302	9.03856349079012	8.03736206509439	9.34912530956451	8.003633126286	9.06915410270207	7.61244009213365
29	8.23606469963796	8.24586596480294	7.94530472052776	7.83153503120999	7.92459113489359	7.58336719797645	7.99545294259058	8.06842859702266	7.6465687377281	7.68353587732919	7.82514262775724	7.93893177371277	8.41102196609757	7.99154487747921	8.47033198587905	7.96659716965485
30	8.52878349415547	8.23294128610875	8.56399915698893	8.8091597324996	8.22476477811345	7.64905107807028	9.0186611089911	8.14067577955479	8.22040744158507	8.24232154591652	8.44637737843909	8.13495228891054	8.53761897241738	8.20099333074482	9.12216115686459	9.16061900033562
31	7.59048699545769	7.74058715053291	7.91703857709584	8.11281243687783	7.81807818044779	7.5296475353333	7.61324359262208	7.38575924940033	7.67466063887856	8.58989133882939	7.38006709803564	8.21622163462196	7.34152678136251	8.20843166438783	8.09396453843687	7.8121758655437
32	7.22396645261211	7.85226236338991	8.04075141845935	7.88668203446091	8.06819077201497	7.95746407868103	8.56016939968265	8.19732626343372	7.26246471914649	8.05265489746055	8.47157377377159	8.10785408577959	7.52038554923544	8.8451204867379	7.16393831205653	8.83831024885866
33	7.62132802307816	7.50751826296369	7.94319032140074	7.38799429952324	7.95602974029213	8.1306962052912	7.85227473881968	7.81269888730667	7.74801441070234	7.79695673724327	8.00999084343428	7.77502872237352	8.21321729670986	7.92401868263888	8.09319634368304	8.20092478452281
34	7.95861203743122	7.93973450061621	7.87395936876191	7.91459900704124	7.98892526014555	7.90205689580562	7.76220627988577	7.96425562528563	7.82439368415411	7.88197561688691	7.77839894657733	8.1488280354226	8.04886051256574	8.03701323992954	7.84532598423298	7.92820498761027
35	8.32457037597699	8.320636396095	8.36209768732707	8.64947807555377	8.27050647286136	8.11182820581102	8.54725832938054	8.29260928726049	8.07963544107934	8.43608488208891	8.33613531831793	8.2864044374462	8.61397398627915	8.34926477691567	8.1590696931057	8.23869433044213
36	8.33189310107853	8.43775305170306	8.53054322317452	8.73682130243664	8.41454657920508	8.61600880542171	8.58837935944298	8.36109468337857	8.2471669457239	8.58557289266186	8.46883702276216	8.47351133510124	8.87144966461989	8.99997293351675	8.32528574579493	8.82961251346853
37	7.99729667229484	7.75361963188853	8.08445069286047	7.72098856888978	7.69919257306697	7.80613064170735	7.6588298510632	7.88846148563269	7.58832582909657	8.21915847272538	7.79256738975531	8.34809796960814	8.1506200038173	7.88565872940893	7.98040342312682	7.80150317457813
38	7.49453252140431	7.89533733518459	8.04713329346371	7.72757156523353	7.64363142292459	8.35465037048484	8.26846849390175	8.09280217641821	7.41434913996755	8.74605373022217	8.21359257276781	8.3407314339185	8.64369090258023	8.00176889374606	7.78004096055892	7.91830592106029
39	7.70102300677506	8.49327820840536	8.32942172068764	6.14064685500248	7.53942716810866	8.60846029720138	6.61042312507503	8.0732037047169	8.82849935348056	7.85389870215295	7.27166248829989	7.86388480146677	7.11202321081067	7.37940529813369	8.00328869495908	8.03421825846435
40	7.83115005239661	8.09424314626982	8.12542909890966	7.95474066240408	7.8792965421663	7.93149197786543	7.80452494623832	7.88542241870813	7.85482787998594	7.96855143488338	7.87704757362376	8.33342911342061	7.77635165772768	8.32899044899651	7.77745853568823	7.94388065553455
41	7.70420986457319	7.67034830445732	7.95442269265914	7.60543476222196	7.86819331057371	8.01423316242204	8.02778463380858	8.16783451889733	7.77070721353958	7.99516183133901	8.14597543279479	7.75741232524348	7.366154796612	8.12311006989622	7.79414100974231	7.82559180933458
42	7.92350375080271	8.0400577498133	7.72125962687046	7.85120764849636	7.983405976562	8.06926541939583	7.79332263481898	8.00473075629083	7.8115371121554	8.09190838516045	7.50471592408819	8.36598683271272	7.76330721337795	8.11302823459765	7.85654689490357	7.91221090552078
43	8.25836170760609	7.65262866012986	7.53003349139314	7.40107273318096	8.06895332454284	8.0327406707169	8.00316052955085	8.10177346943178	8.01657273602625	7.67661028388955	7.91192976534955	7.67400926694155	7.73659971542342	7.83443371109378	7.77056275165629	8.08376302687931
44	7.9580159382297	7.64855640746877	7.67210448389839	7.51335307538061	7.87042560947292	7.65937342039869	7.82243709550372	7.74065890453901	7.88463405603875	7.62043056550536	8.29443477842133	7.91600715656596	7.63941840645106	7.83840651248576	7.66049457250471	7.67925140307665
45	7.9067178505428	7.60655745071348	7.54280861214511	7.44176089874476	7.87277040819628	7.82769680925566	7.60312380387124	7.92259626066313	8.01771794831529	7.79338891746124	7.77694159598555	8.28901620334544	7.5824142824577	8.21378159054016	7.7192354512328	7.88837023122191
46	8.07312941783981	8.25399399897502	8.18910592630538	8.20383426440561	8.05650665433602	8.01882837709651	8.30333331658346	8.14955475019561	8.07520702586652	8.10172685325388	8.37778851057542	8.23706901649623	8.24394701236668	8.12561842852442	8.07330354335313	8.15911213983327
47	7.28117647909549	7.43100165874463	7.26889549372071	7.38817230439241	8.04748943005196	7.76844275643099	8.26514973723831	8.07336184889359	7.7247998138068	7.63024789575196	7.9334591317099	8.29141143153884	7.67110984755888	8.51358381728738	7.63824584278831	8.25778478200365
48	7.92600018811325	7.90398739192548	8.03649423411993	8.16061488958368	8.02938590546249	7.93493705214203	7.87084848104609	7.97988292447422	7.94733869150999	7.99971935853651	8.38303620508915	8.06330718499624	7.89246110360183	8.23000435873625	7.92868496103663	7.85908883545678
49	8.12677096977081	8.22739815993921	8.03292785530801	8.02081457859511	7.97495499661527	7.90693476595583	8.19652784413932	8.1303760998132	8.01551918577566	8.23800852218881	8.31602249947205	7.99746981764403	7.72880967471145	8.03810066211839	8.0811069253802	7.90548586621806
50	8.18366877948312	8.43432073685218	8.18307906806078	8.54922122096668	8.34756125430216	8.28325172744421	8.53627698637168	8.18906532110991	8.08016849478487	8.04919292420019	8.40813459410921	7.94096084121132	8.72936640064078	8.1690669027108	8.22355500870711	8.44507388125265
51	7.9111332144279	8.11558382764915	7.96823239276047	8.13501244568328	7.82093118025472	8.03357796210625	8.07170198473007	8.21315060487507	7.97159460172294	8.07108809236444	8.39566365118643	7.68096000027994	7.9521910354866	7.99814946064037	8.32613135450207	8.22476286974367
52	8.17336488671605	8.14229119614878	8.22625257362032	8.38782531511653	7.48615867526	8.24886385144325	7.94886113574151	8.35948661272482	7.92106241984208	8.43001061357264	8.75479883208757	7.564554553499	7.79249303037122	7.62280824722404	7.84621235039058	8.10788544460204
53	7.80805899478889	7.81771517395091	7.80521390469216	7.84239565220079	7.57545773004891	7.585965416984	7.86063845531174	7.69951885593552	7.51962141234137	7.91552376691693	7.92936856849361	8.36849907122907	7.73280584880933	8.2282237959293	7.82953803089411	7.85791006386293
54	7.86329312649518	7.96324609139987	7.75121977868517	7.90674598281597	7.65791085492163	7.97250619769738	7.7834154882858	7.95836323194914	7.82345732034482	7.93585518526943	7.78696612557349	7.9246282872525	7.8546982804835	8.08856077027288	7.80553610828479	7.77430041796208
55	8.17752660180266	8.25876972308847	8.30401511346019	8.36465719021503	8.4453724663188	8.27887756992828	8.33286496750597	8.36125815246748	7.9410037809336	8.04462122603501	7.90366402379737	8.00305064915741	8.4256438684994	8.34360348535031	8.05287914945274	8.16771261899629
56	7.66210012642291	7.40754337388123	7.42782016356792	7.14307739410924	7.71443173761167	7.80473972642768	8.03778968362002	8.11013004026457	7.44389767083936	7.46240946780591	8.13294627612376	7.78375099786185	7.72878702988769	7.43969333106443	7.7449060620451	7.77447967318488
57	8.05786088470984	7.89475357450411	8.73686541835122	8.08559715415384	7.89896532850004	7.8946514582784	7.65563709353844	8.06544230870781	7.84221600007008	7.3451487718086	8.07121948527567	8.07240436376707	8.21312790243872	7.94336822916444	8.1831287270844	7.93576089165343
58	7.90086389937752	7.79531127485532	7.71360228941296	7.80046059907237	8.15481111983774	8.19648736407632	8.15087877159865	7.9969279589952	7.95652260253986	8.21356924799542	8.35050396538209	7.40998871065635	8.03370455801013	7.29383815216395	8.02295276323632	8.22581405802189
59	7.16717119486688	7.29881641924053	7.60407537959735	6.90422680457782	7.21805832075583	7.50949031788575	7.05646431169514	7.39379910582126	7.69782754691613	7.67270855873692	8.04029171234974	7.3690907474736	6.92477540133214	6.89361474039802	7.1560780934261	7.34056954754191
60	7.28267353856058	7.75851753359592	7.49048886913347	7.07824947142742	7.49516887834264	8.3575150515544	7.58207352813394	7.78889428198954	6.8047809964303	8.12777628567547	8.2303901523284	6.68966926976825	6.76424516760647	6.7052228919822	7.1825737953965	7.75979635118553
61	7.86096232606918	8.07394557797239	8.02036109913306	7.83691427413597	7.9154374215462	8.02200982056965	7.89807159393167	7.88557459556549	8.07654026873962	8.19701547194298	7.88244878961333	7.73987907927097	8.04089678516264	8.15644147120601	7.75655098647641	8.13030068786204
62	8.20037369989948	8.27078883580795	8.49594365215499	8.38075707564596	7.93951162999399	8.30092767552746	8.05530697225958	8.19500866112278	8.11437056803649	8.24261100475028	8.11379128560434	7.84022393361706	8.31117416415056	7.97438725401445	7.9899083561634	7.99456403287035
63	7.51471104913262	7.81367559343244	7.49900620546539	7.42852331650373	7.90076436368784	8.08494578829464	7.77768526714916	7.92340015966651	7.72787463726517	8.28326869044369	8.07169956685795	6.70833083738128	7.74882700740292	7.03218057331601	7.90007180688598	7.96150562075389
64	8.06380775989812	8.05504974581328	8.21906971119715	7.83288932628051	8.0597625067401	8.07399004240386	8.01660634997551	8.22881483454084	8.11505076038166	7.99062063808519	8.60292955545408	8.06823263921447	7.93208061443622	8.09632442610214	8.35130444362206	8.06836940317014
65	7.93731828342041	8.20466028103968	8.26476334758515	7.78528926841003	8.19395393795476	8.13209636717946	8.34075274646879	8.1534314742134	8.09628642099393	8.04506411312092	8.40040059712605	7.93760921523147	7.9597832095585	7.98126135377505	8.31327348597789	8.05645135788018
66	8.06991367941307	8.14659524306027	8.32133711308956	7.97165288656366	7.95308103984834	8.03580964263914	8.13509926064605	8.04530181936981	8.14382971148468	8.24715766453594	8.2360014910296	8.04821974369026	8.11490262210973	8.10942018196099	8.40563443800647	7.890747623515
67	7.51243378037543	7.9404431661964	7.83943813432521	7.72279547316554	7.55046171096174	7.89881115277859	7.62970674227984	7.66766278298096	7.43260702922404	8.20845461878157	8.22249875862413	7.64579976215775	7.84379225662048	7.41283986892833	7.44311040425652	7.33056080751029
68	7.19371226951395	7.67998821785413	7.10194877555024	7.07293280856441	7.79026958932242	7.87461459091452	7.5476696865833	7.65631995353186	7.903324700722	7.48361846657056	7.46883272122629	7.42641625743405	7.59976110178025	7.71375645821317	7.71992820908561	8.08939206353077
69	8.01171953594738	8.05400922345167	7.98270007673023	8.13525369338292	8.12527107263152	8.21537030232524	8.40994536803327	8.06476759462869	8.14191126006447	8.12271494253389	8.20239209151394	7.94023969896839	8.33984935352442	8.02461643911163	8.07915763203187	8.10394206139802
70	7.77626172809234	8.04528299539149	7.87788324330961	7.92799791383005	8.05520656277767	8.17960994369967	8.3326783420415	8.19624882659709	7.85278334519178	8.13311609286396	8.09864287526615	7.64370450888224	8.19185838675216	7.84489215304823	8.05349239516961	8.12509807331129
71	7.76681515569114	8.03041312394793	7.59139578410706	7.79387234019676	7.87541849838224	7.68918603104341	8.00487583648544	8.08210912893296	7.91521957425751	8.09496765383149	8.1431573067314	7.82173279993251	8.09697387437191	7.67802240335158	7.94311821479564	8.06472356964507
72	7.93460134944249	8.34394765559171	8.39446055334696	8.17228773615674	8.18924702996642	8.32223263337457	8.49108682390985	8.12340410066515	8.09816654272785	8.30265244485806	8.39755213441266	8.06507943364967	8.28553999853775	8.02669054675292	7.96557136909078	8.17241676728706
73	7.41553168182814	7.74202409411831	7.65242578556527	7.62512777060186	7.8171250963168	8.14650384272598	8.1347899455268	7.99140273949476	7.67064196508758	7.64635567329631	8.42731178795798	7.38366896061992	7.734870070372	7.60777229240179	8.06912702656162	8.05737817019913
74	7.40901182321487	7.98849310754745	7.26084660999362	7.62282386414733	7.58604311091725	8.17206094611842	7.87299641952692	7.79492500872913	7.51413662746532	7.85745310185314	7.7651475283699	6.81725996235627	6.91071092129833	7.32119951903183	7.51183917731142	7.79155958299264
75	7.64264041521049	7.82971130905046	7.54526036973986	7.46594405268561	8.10512463190367	8.11847924390354	7.84421025908842	8.11400628711862	7.32827485320272	7.30890218170314	7.80611375909832	7.88656584185204	7.81437766637665	7.7777768927636	7.90418567817883	8.00109655756431
76	7.77348489643264	7.59653497551484	7.67536077731861	7.50305230886083	8.09853442652686	7.70417848689911	7.26472734707852	7.83562972659025	7.5643674421856	7.5374473677831	7.43483628745427	8.19400180994303	7.3176953679187	8.00208328498397	7.6469113120453	7.99169406795514
77	7.75495560667936	7.71515559995224	7.7188069508333	7.79595626228702	7.73049698191569	7.89843972302321	7.62247670262238	7.93731253782513	7.60790968250212	7.85060369685334	7.85524214317833	7.77752808774404	7.79555470754109	7.7508282096706	7.74174806980255	7.89926957181179
78	7.83157341811476	7.43909290849073	7.6232254521037	7.3999983023603	7.8448257888002	7.92552275576573	7.74780638653704	7.87117551895588	7.91862881240601	7.6918827348674	7.51430551419601	7.47332427134207	7.39022441982354	7.80033886967483	7.94744911515122	8.07303013919924
79	8.29898635654224	8.2808429588432	8.6537701033578	7.94684202506726	8.22023874712044	8.04674077752648	9.29714370422476	8.30256293774324	7.83099594697012	8.09413840533649	8.39710408069261	8.11829784849039	10.0402724738549	9.24934501469732	9.10433493817849	8.70485153183074
80	7.66454259067829	7.69872877359761	7.68835358953206	8.02581228412345	7.84807050218991	7.73762121591257	8.13642875682507	7.90334886724312	7.42618943023776	7.26099372201363	8.20323485954053	7.36549087559325	8.91455576274304	8.17462048686451	7.76202716182958	7.05135074324028
81	7.98877678407337	8.2355970511754	8.13922382890083	9.1501618361941	8.49181302279807	7.80325061405482	8.19541754846686	7.73216057807221	7.67525760890887	7.83930215175295	8.68798277982159	7.87844767172985	8.66205830931639	9.15491451201872	7.89540867838522	7.79963624513575
82	8.00282581121135	8.13001014568132	8.09481127185968	8.45864543614436	8.04416372287432	8.16039597459864	7.785103916181	7.87664672976981	7.58645676117496	8.15037980491208	8.12462002709986	7.84542378648085	8.35728173534613	8.88660137520495	8.20933087010935	8.54992827119492
83	8.010412002051	7.86290532522817	7.67344738060566	7.67535437099344	8.73761491998865	8.32494292559754	8.70571629066479	7.96136609246079	8.11955456853668	7.66804913585784	8.36711292051458	7.88877462353047	9.10501384794238	8.54123880949324	7.40246188857926	9.08750885221609
84	7.9155757817369	8.53509432648156	8.4939155262493	7.91504917614387	8.13042040910236	8.19130454393652	9.59861589350509	7.968616278716	7.92003408898762	8.25101504983225	8.23242982468926	8.46613510409168	9.73290583312493	9.49851768709955	9.58570918184528	9.51632563886928
85	8.24694251070395	8.73759453422758	8.29044001376124	8.71426203388842	8.57371751693876	8.13314580913744	7.04971071989296	8.351281100341	8.8716325212875	7.86780325031662	7.88911106075923	8.52043196581688	9.60356481880811	9.16126812337644	9.3685739644618	9.31827414969984
86	8.47070421368859	8.45989777815902	8.10167421618976	8.42638779949217	8.52219155903159	8.05211389025444	8.64027684049721	8.37278700308071	8.01948685381093	8.25355348116893	8.41807164494966	8.65812812483029	9.79967069477752	8.43544447115396	9.98891401977698	9.14898269082582
87	7.9061782865552	8.397117566562	7.98632046634365	7.92488017967702	8.4908499565302	7.88058260318743	7.93335732047861	7.82616511036826	8.17679087420301	7.88288760981633	8.12635598927407	7.44406246218437	8.66893594169239	8.81479953516827	8.55440609916964	8.42442255877484
88	8.09584434121221	8.64221452578566	8.51448414395566	8.67655293062661	7.34762185501564	8.25974291916926	8.06566041824052	8.33701058797741	7.59504015597524	8.794216934221	9.49631718907366	7.73381156022768	8.21467709354189	7.59221626697929	7.62030783513352	7.65167791876123
89	8.35518036195026	7.12866785481331	7.97472953161637	8.28936964507928	8.21948717607256	7.94593628129719	7.99411177280067	8.07228071489574	8.63926429644917	8.09769897733134	8.01849650579964	7.39923150722263	7.54238662987526	8.76790450020332	8.55055833179672	8.15472673908606
90	8.62305361308283	8.38238817135561	7.47115937762312	8.92408888309896	8.0950099762313	7.69050964295226	7.82473483875522	7.7572620006459	8.17759237849796	7.83641224906092	7.61411973803978	7.7026719478205	8.05564958796532	8.8645031572769	9.32652972725158	8.40893176550628
91	8.04188650801234	8.39948059840726	8.23385949692296	7.0805397402763	7.70826009859673	8.48731817068214	6.97419918313534	7.96545366853772	8.70835830762668	7.98901599659664	7.98010905319794	7.81678958499991	7.16795013041951	8.33731551960632	8.14440831899907	8.22337948405341
92	8.24229233561991	8.71538293634058	8.26367905756512	8.02597219059666	8.55795969809377	8.46085132742865	9.02744983466182	8.07306845621261	7.87115357302096	7.98026992916498	7.96611530687854	7.18121053005448	8.60626580938394	7.53970187963846	7.94171734369288	8.60592610150202
93	7.8220220608698	8.68135864514467	8.89363824804359	8.2726731803814	7.30004085518079	8.3850690275662	7.77834584584779	7.77124276293901	7.71281784387424	8.41270712068828	8.45848388509566	7.81437420555513	7.9303899988882	7.73640272405069	7.73382500471397	7.7717494781131
94	8.1288783351507	8.43982449878987	8.50800111959396	8.52986066444701	7.36626650516173	8.16148504092665	7.98095144717066	8.18619280667481	7.86918670594759	7.92979236172117	8.43035292730662	7.56226634081825	7.85515618985318	8.22651616045428	7.87874744079892	8.00761715768702
95	8.51335991738771	8.35553525669943	8.17032008248969	8.85291585895395	7.94597077900819	7.74018347235829	8.62306546991102	8.24640092514208	7.55927465056104	7.76716989655379	7.81794182706976	7.50400431075953	8.64893660595011	8.43660268125669	8.29323034638519	8.74921226048361
96	7.9580382868975	8.32286984750209	8.60614002087246	8.79204646491012	7.52309477341437	8.13241682973925	8.07769493144832	7.7001853588632	7.09085217722722	8.4668909856895	8.76991328975854	7.69297994200597	8.11840355433806	7.78749151012767	7.43478119055991	7.35504927269125
97	7.48711766312448	7.79883767693652	7.51199885985369	8.06047657888896	7.79698808141359	7.86646250887409	8.16890783701315	7.8754408152266	7.58644719110163	7.57728116803161	8.16169974796443	7.61828739309316	8.63631675889833	8.36946679567288	7.33595921480895	7.40477631820164
98	8.00380005504259	7.91812162411238	7.96506048307911	7.81085191196445	7.74167095340179	7.92639842985026	9.90557919616576	8.19885274925454	7.99640736242665	8.00213238201826	8.28558084234649	7.56468122097669	9.04135570784437	8.74375688572965	7.542636880106	8.85778723113625
99	7.76279579261154	8.73161528313924	8.46733710317658	6.98011244934087	7.62924346108932	8.79359817935397	6.87117476757157	8.32419024081212	8.86919266922113	8.20264156631377	7.73791087919866	8.07576575898091	7.25770140828739	7.9348029817203	8.38023074219379	8.08374846677764
100	8.17835615830819	7.92174830184461	8.31352614125998	7.89910874178268	7.98531812165711	7.81616934847128	9.21421457303973	8.37988785080109	7.66416909796036	7.29426709232985	8.40376134987606	8.32687885338433	8.72137931651848	8.61181000083786	8.09288996170107	8.05373051369436
101	8.1769310672266	8.27244406828682	8.67041439804913	8.29433000921591	8.22263291056692	8.33650889935326	8.19852115054079	8.34866790769119	7.79689933937985	8.30351796415096	8.32053009008657	7.9880707264296	8.0806002426011	8.38623593128832	8.29323413950023	8.26939406846941
102	7.5358729585102	8.47646837659836	8.17764603414074	8.31844670893652	7.72676730724019	8.24274768498253	8.50032396569181	8.00479010152073	7.33740217350856	8.44454969794032	8.27563125123165	7.44810709768329	8.43608990949508	8.24694083720538	7.89048859856644	8.08297767378372
103	8.7039630980986	7.95410253590668	8.13304186456459	8.83600942522235	8.65205071358548	7.99044015169387	8.60498687908722	8.20499920126215	7.56149350392547	8.13798049715882	8.07677072087439	8.01200141274808	8.92538313326642	9.15229949890257	8.40628450935154	8.7647582344008
104	8.24036120582968	7.97812012608479	8.42687792513445	8.30099314338928	8.57005702360156	8.18870746137482	9.61035921599071	8.16165752873623	7.86254739448769	7.79534389858935	7.99380025615203	8.31667574185426	9.32280789222732	9.04175936578893	7.69659040558206	8.58320371498727
105	8.25973474363756	8.385772240235	8.23452905993711	8.15099173590074	8.5498482151571	7.8389707957863	9.62768273464227	8.31344183372299	7.87233222612869	7.9589538633064	8.21610157684474	8.40345709030106	9.85473728029448	9.52604184494892	9.12894670955634	9.49244079246884
106	9.0178716374668	8.88966059842454	8.42071347618866	8.72440030362147	8.25450590950434	8.07040312990611	9.39618450890252	8.4282469932257	9.29926783839756	8.31621376475715	8.32671905373928	8.41540459184739	9.76998472618639	8.67039558276994	9.53343212647199	10.1158270997848
107	8.56714509497453	8.47819964129567	8.1774840092189	7.97460256934899	7.54421669793452	8.09171986813257	8.3175094125282	8.18694167400949	8.69571197957608	8.02655936240465	7.9362671742613	7.49090960939663	10.2044494318073	8.91625042751708	9.07060833651603	10.2556385754757
